,MLSNumber,DOM,List Price,City,Age,CompAvgAge,InteriorSqFt,CompAvgSqFt,Bedrooms,BathsFull,BathsHalf,NumComps,hoaTotalFee,MonthlyMortgage,TaxMonthlyTotal,TotalMonthlyCosts,CompAvgRentRevenue,MonthlyProfit,CapRate
730,VAAR170316,3,765000.0,Arlington,1979,,2319,,3,3,1.0,0.0,122.08333333333333,3060.88,603.1666666666666,3811.13,,,
734,VALO422380,6,575000.0,Brambleton,2006,2007.25,3136,2750.0,3,2,1.0,4.0,200.18,2186.34,449.5833333333333,2861.1033333333335,2561.25,-299.85333333333347,-3.598240000000002
744,VAFX1156878,1,545000.0,Fairfax,1980,1976.3333333333333,1689,1892.0,3,2,2.0,3.0,109.39999999999999,2048.26,476.0833333333333,2658.743333333334,2500.0,-158.7433333333338,-1.9049200000000055
753,VAFX1157436,5,439000.0,Mclean,1972,1972.0,1138,1214.75,3,1,1.0,8.0,286.0,1560.36,355.75,2227.1099999999997,2149.375,-77.73499999999967,-0.932819999999996
754,VAFX1157864,1,365000.0,Centreville,1988,,1722,,3,2,1.0,0.0,115.0,1219.75,302.5833333333333,1662.3333333333333,,,
761,VAPW505412,6,362500.0,Occoquan,1990,,1627,,3,3,0.0,0.0,335.0,1208.24,293.25,1861.49,,,
765,VAFX1151116,6,270000.0,Springfield,1968,1968.0,961,1048.2941176470588,2,1,0.0,17.0,322.0,782.48,203.08333333333334,1332.5633333333333,1703.8235294117646,371.26019607843136,4.455122352941176
771,VALO422378,1,849000.0,Aldie,2015,2017.0,5044,5291.0,5,4,1.0,1.0,166.75,3447.52,659.0833333333334,4298.3533333333335,4500.0,201.64666666666653,2.4197599999999984
774,VAPW505348,1,959900.0,Haymarket,2004,2004.0,6382,5000.0,4,4,1.0,1.0,155.75,3957.97,780.1666666666666,4918.886666666666,3300.0,-1618.8866666666663,-19.426639999999995
776,VAFX1157858,6,1029105.0,Merrifield,2020,2017.9166666666667,2352,2336.6666666666665,4,4,1.0,12.0,156.25,4276.51,290.9166666666667,4748.676666666667,3081.25,-1667.4266666666672,-20.009120000000006
779,VAAX251478,1,309000.0,Alexandria,1974,1974.0,1017,1028.0,2,2,0.0,1.0,560.0,961.99,241.75,1788.74,1750.0,-38.74000000000001,-0.46488000000000007
781,VALO422266,1,369900.0,Sterling,1974,1973.0,1540,1567.6,3,2,1.0,5.0,140.02,1242.30,254.41666666666666,1661.7366666666667,1850.0,188.26333333333332,2.25916
786,VAFX1157240,6,729000.0,Centreville,2005,,4267,,5,4,1.0,0.0,100.0,2895.18,609.9166666666666,3630.0966666666664,,,
787,VAMN140512,2,250000.0,Manassas,1985,,1220,,3,1,1.0,0.0,214.0,690.42,224.83333333333334,1154.2533333333333,,,
788,VALO422368,1,310000.0,Sterling,1985,1986.0,1038,1119.0,3,1,1.0,2.0,208.0,966.59,212.83333333333334,1412.4233333333334,1645.0,232.5766666666666,2.790919999999999
794,VALO422358,1,335000.0,Sterling,1973,1973.0,1540,1567.6,3,2,1.0,5.0,140.0,1081.67,255.25,1501.92,1850.0,348.0799999999999,4.176959999999999
796,VAAR170270,7,265000.0,Arlington,1992,,981,,2,2,0.0,0.0,401.0,759.47,188.52666666666667,1373.9966666666667,,,
799,VAFX1157360,5,245000.0,Falls Church,1966,1966.0,929,932.1666666666666,2,1,0.0,6.0,546.0,667.41,189.08333333333334,1427.493333333333,1645.0,217.5066666666669,2.6100800000000026
814,VALO422320,7,225000.0,Aldie,2011,2012.0,987,987.0,1,1,0.0,1.0,281.0,575.35,169.41666666666666,1050.7666666666667,1600.0,549.2333333333333,6.590800000000001
819,VAFX1157798,6,499900.0,Alexandria,1983,1984.0,1630,1580.0,3,2,1.0,2.0,122.19,1840.67,394.0,2381.86,2475.0,93.13999999999987,1.1176799999999985
837,VAFX1157694,1,2349000.0,Mclean,1989,,5476,,3,4,2.0,0.0,656.6666666666666,10351.76,1495.3333333333333,12528.76,,,
839,VAFX1157760,7,610715.0,Herndon,2020,,1658,,2,2,0.0,0.0,280.0,2350.73,585.4166666666666,3241.1466666666665,,,
841,VAPW505668,2,495000.0,Haymarket,2006,2004.5555555555557,2528,2797.222222222222,3,2,1.0,9.0,242.6,1818.12,435.4166666666667,2521.1366666666663,2669.4444444444443,148.30777777777803,1.7796933333333362
851,VAAX251430,7,864900.0,Alexandria,2017,,2562,,4,2,3.0,0.0,112.0,3520.70,727.6666666666666,4385.366666666667,,,
858,VAMN140514,1,339900.0,Manassas,2019,,1524,,3,2,1.0,0.0,224.0,1104.22,409.0833333333333,1762.3033333333333,,,
859,VALO422222,7,232900.0,Leesburg,1991,1991.0,1150,1150.0,2,2,0.0,1.0,252.0,611.72,227.83333333333334,1116.5533333333333,1695.0,578.4466666666667,6.94136
862,VAFX1157572,1,575000.0,Fairfax,1999,1997.0,1604,1467.5,3,3,1.0,2.0,160.0,2186.34,491.0,2862.34,2362.5,-499.84000000000015,-5.998080000000002
864,VAFX1157718,1,450000.0,Alexandria,1983,1982.75,1240,1263.0,3,2,2.0,4.0,108.0,1610.99,373.1666666666667,2117.1566666666668,2187.25,70.09333333333325,0.841119999999999
866,VAFX1157114,7,360000.0,Chantilly,1983,1981.0,1294,1299.0,3,2,1.0,2.0,229.0,1196.74,269.5,1720.24,1850.0,129.76,1.5571199999999998
869,VAFX1157696,1,799000.0,Fairfax,2012,2012.6666666666667,1590,1603.3333333333333,3,3,1.0,3.0,200.0,3217.38,703.25,4145.63,3358.3333333333335,-787.2966666666666,-9.44756
870,VAFX1157714,2,499999.0,Reston,1965,1965.0,1974,2156.0,3,1,1.0,1.0,242.0,1841.13,412.6666666666667,2520.7966666666666,2395.0,-125.79666666666662,-1.5095599999999996
873,VAFX1157722,7,210000.0,Alexandria,1976,1976.0,1100,1078.0,2,1,1.0,9.0,458.0,506.31,161.91666666666666,1151.2266666666667,1658.888888888889,507.6622222222222,6.091946666666667
880,VAAR170290,7,249900.0,Arlington,1974,1974.0,930,923.5,1,1,1.0,2.0,498.0,689.96,186.58333333333334,1399.5433333333333,1687.5,287.9566666666667,3.4554800000000006
881,VAPW505660,2,374900.0,Bristow,1995,1995.0,1812,1875.0,3,2,2.0,1.0,114.0,1265.32,303.6666666666667,1707.9866666666667,1950.0,242.01333333333332,2.9041599999999996
892,VAPW505436,7,1199900.0,Haymarket,2019,,6577,,6,6,1.0,0.0,155.0,5062.65,823.0,6065.65,,,
895,VAFX1155368,7,419000.0,Vienna,2003,2003.0,1082,1223.0,2,2,0.0,1.0,435.0,1468.30,354.5,2282.8,2150.0,-132.80000000000018,-1.5936000000000023
897,VAMN140538,2,220000.0,Manassas,1987,1987.0,1041,1064.0,3,2,0.0,2.0,284.0,552.34,202.5,1063.8400000000001,1625.0,561.1599999999999,6.733919999999999
899,VAMP114296,1,299900.0,Manassas Park,2005,2005.5,1558,1229.0,3,2,1.0,4.0,450.0,920.11,304.25,1699.3600000000001,1725.0,25.639999999999873,0.30767999999999845
900,VALO422286,7,439980.0,Ashburn,2016,2018.0,1508,1580.0,2,2,1.0,2.0,243.0,1564.87,328.1666666666667,2161.0366666666664,1487.5,-673.5366666666664,-8.082439999999997
905,VAFX1157316,7,560000.0,Reston,1994,,1622,,3,2,2.0,0.0,103.75,2117.30,522.0833333333334,2768.1333333333337,,,
906,VAAR170214,7,465000.0,Arlington,2003,2003.0,1056,1059.4285714285713,2,2,0.0,7.0,500.0,1680.03,328.5833333333333,2533.6133333333332,2162.8571428571427,-370.75619047619057,-4.449074285714287
919,VALO421458,7,495000.0,Ashburn,2018,2018.6,1524,1598.8,3,2,1.0,10.0,380.0,1818.12,362.0833333333333,2585.2033333333334,2877.5,292.2966666666666,3.5075599999999993
923,VALO421526,1,385000.0,Chantilly,2005,2005.3333333333333,1524,1542.0,3,3,1.0,3.0,275.0,1311.81,288.75,1900.56,1980.0,79.44000000000005,0.9532800000000006
926,VAFX1157612,7,435000.0,Reston,2004,2004.2,1483,1152.0,2,2,0.0,5.0,567.0,1541.95,507.5,2641.45,2280.0,-361.4499999999998,-4.337399999999998
929,VALO422272,7,489990.0,Ashburn,2019,,1422,,2,2,0.0,0.0,477.25,1795.06,0.0,2297.31,,,
932,VALO422270,7,449990.0,Ashburn,2019,,1245,,2,2,0.0,0.0,477.25,1610.94,0.0,2113.19,,,
935,VALO421918,1,750000.0,Ashburn,2017,,3921,,3,3,0.0,0.0,328.13,2991.84,520.4166666666666,3865.3866666666668,,,
936,VALO422268,7,479990.0,Ashburn,2019,,1695,,2,2,0.0,0.0,477.25,1749.03,0.0,2251.2799999999997,,,
939,VAFX1157386,7,309000.0,Burke,1984,1982.3333333333333,991,947.8333333333334,2,2,0.0,12.0,307.0,961.99,244.41666666666666,1538.4066666666668,1672.9166666666667,134.51,1.6141199999999998
944,VAFX1157608,7,238000.0,Annandale,1969,1969.0,1011,985.5384615384615,2,1,1.0,13.0,516.0,635.19,196.5,1372.69,1623.076923076923,250.38692307692304,3.0046430769230765
946,VAPW505624,7,340000.0,Woodbridge,2017,2016.0,1511,1511.0,3,3,0.0,1.0,189.0,1104.68,329.6666666666667,1648.3466666666668,2150.0,501.6533333333332,6.0198399999999985
948,VAFX1152288,7,299900.0,Oakton,1974,1974.0,1347,1323.75,2,2,0.0,4.0,624.0,920.11,283.9166666666667,1853.0266666666669,1787.5,-65.52666666666687,-0.7863200000000025
951,VAFX1156916,6,668900.0,Alexandria,1996,1995.2666666666667,2672,2197.733333333333,3,3,1.0,30.0,104.0,2618.55,575.1666666666666,3322.7166666666667,2851.0,-471.7166666666667,-5.6606000000000005
961,VALO422250,2,895000.0,Leesburg,2005,2004.25,4823,4131.75,4,4,1.0,4.0,186.0,3659.25,637.0,4507.25,3312.5,-1194.75,-14.337
967,VAFX1157012,7,314990.0,Fairfax,1988,1988.4,1064,1190.4,3,2,0.0,5.0,367.6666666666667,989.56,263.5,1645.7266666666667,1925.0,279.2733333333333,3.3512799999999996
970,VALO422064,2,710000.0,Ashburn,1992,1993.3333333333333,3541,2960.6666666666665,4,3,0.0,6.0,111.0,2807.73,533.6666666666666,3477.3966666666665,2911.6666666666665,-565.73,-6.788760000000001
975,VALO422256,3,325000.0,Aldie,2007,,1250,,2,2,0.0,0.0,318.0,1035.64,225.25,1603.89,,,
976,VAFX1157368,1,399900.0,Reston,1984,1985.0,1133,919.0,2,2,0.0,1.0,117.75,1380.39,354.1666666666667,1877.3066666666668,1825.0,-52.30666666666684,-0.6276800000000021
981,VALO422040,8,397900.0,Broadlands,2013,2013.3333333333333,1789,1883.0,3,2,0.0,9.0,450.0,1371.18,323.3333333333333,2169.5133333333333,2236.0,66.48666666666668,0.7978400000000002
983,VAFX1155400,8,539900.0,Springfield,1973,1973.0,2310,2152.5,3,3,1.0,2.0,227.62,2024.78,417.25,2694.65,2447.5,-247.1500000000001,-2.965800000000001
987,VAFX1154732,1,290000.0,Annandale,1971,1971.5,1475,1475.0,3,2,0.0,4.0,412.0,874.54,249.33333333333334,1560.8733333333332,2081.25,520.3766666666668,6.244520000000001
989,VAPW505604,8,340000.0,Woodbridge,2014,2014.0,2362,2362.0,3,2,1.0,4.0,250.0,1104.68,326.5833333333333,1706.2633333333333,2241.25,534.9866666666667,6.419840000000001
990,VALO421962,8,1150000.0,Leesburg,2006,,7022,,4,4,1.0,0.0,180.0,4832.97,973.5833333333334,6011.553333333333,,,
999,VAFX1157552,5,465000.0,Fairfax,1986,1985.6,1290,1425.6,3,2,2.0,5.0,108.0,1680.03,384.0833333333333,2197.1133333333332,2270.0,72.88666666666677,0.8746400000000012
1006,VAFX1157546,8,410000.0,Alexandria,1997,1997.5,1280,1280.0,3,2,0.0,2.0,482.0,1426.88,316.0,2249.88,2125.0,-124.88000000000011,-1.4985600000000014
1010,VAAX251410,7,789000.0,Alexandria,2006,,2644,,3,2,2.0,0.0,200.0,3171.35,657.3333333333334,4053.6833333333334,,,
1011,VAFX1154506,8,370000.0,Chantilly,1981,1981.0,1304,1299.0,3,2,1.0,2.0,222.0,1242.76,279.4166666666667,1769.1766666666667,1850.0,80.82333333333327,0.9698799999999992
1015,VAFX1157540,1,609995.0,Reston,2000,1999.0,1524,1518.0,3,2,1.0,1.0,695.0,2347.42,523.6666666666666,3591.0866666666666,2050.0,-1541.0866666666666,-18.49304
1025,VAFX1156402,8,414000.0,Mclean,1997,1997.0,1149,1095.090909090909,2,2,0.0,11.0,408.0,1445.29,380.5,2258.79,2151.3636363636365,-107.42636363636348,-1.2891163636363616
1026,VAAX251412,1,339900.0,Alexandria,1961,,1240,,3,2,0.0,0.0,665.0,1104.22,274.0,2068.2200000000003,,,
1027,VAAX251372,6,230000.0,Alexandria,1965,1965.0,925,943.0,2,1,0.0,3.0,559.0,598.37,181.0,1363.37,1583.3333333333333,219.96333333333337,2.6395600000000004
1035,VAAR169664,8,514000.0,Arlington,1994,,859,,2,1,1.0,0.0,633.0,1905.57,385.75,2949.3199999999997,,,
1038,VALO422182,1,689000.0,Leesburg,2004,2006.5,2890,2888.0,4,3,1.0,2.0,186.53,2711.07,556.0,3478.6000000000004,3000.0,-478.60000000000036,-5.743200000000004
1057,VAFX1155630,8,600000.0,Oakton,1974,,2881,,3,3,0.0,0.0,125.0,2301.41,528.9166666666666,2980.3266666666664,,,
1060,VAFX1157478,8,261995.0,Centreville,1971,1972.6666666666667,1302,1301.6666666666667,3,2,0.0,6.0,345.0,745.64,207.66666666666666,1323.3066666666666,1760.8333333333333,437.52666666666664,5.25032
1061,VAFX1157184,8,319900.0,Reston,1978,,1220,,2,2,0.0,0.0,476.0,1012.16,280.3333333333333,1793.493333333333,,,
1062,VAFX1156578,1,565000.0,Fairfax,2008,,1568,,2,3,1.0,0.0,156.95,2140.32,480.3333333333333,2802.6033333333335,,,
1074,VAFX1157390,8,635000.0,Alexandria,1996,2000.0,2470,2044.0,2,2,2.0,1.0,104.0,2462.51,547.6666666666666,3139.1766666666667,2500.0,-639.1766666666667,-7.670120000000001
1076,VAAX251408,8,219950.0,Alexandria,1965,1965.0,945,1191.0,2,1,0.0,1.0,569.0,552.11,194.66666666666666,1340.7766666666669,1675.0,334.22333333333313,4.010679999999998
1086,VAFX1155644,8,384900.0,Alexandria,2007,2007.0,975,865.3571428571429,1,1,0.0,14.0,454.0,1311.35,325.3333333333333,2115.6833333333334,1788.9285714285713,-326.75476190476206,-3.921057142857145
1087,VAFX1156956,7,630000.0,Herndon,2018,2019.0,2394,2338.0,3,2,1.0,3.0,266.0,2439.50,530.0,3260.5,2883.3333333333335,-377.1666666666665,-4.525999999999998
1088,VAAX251350,8,248000.0,Alexandria,1980,1980.0,1050,1053.5,2,2,0.0,4.0,665.0,681.22,203.75,1574.97,1856.25,281.28,3.3753599999999997
1091,VAFX1156680,3,759900.0,Vienna,1998,1998.3,1909,1887.8,3,3,1.0,10.0,110.0,3037.41,708.0,3880.41,3040.0,-840.4099999999999,-10.084919999999999
1092,VALO422144,8,439900.0,Sterling,1995,1998.0,2018,1884.0,3,2,2.0,4.0,110.0,1564.50,338.4166666666667,2037.9166666666667,2161.25,123.33333333333326,1.479999999999999
1100,VAFX1157060,8,279900.0,Chantilly,1985,1982.6666666666667,1142,1151.2222222222222,2,1,0.0,9.0,195.0,828.05,203.5,1251.55,1594.4444444444443,342.8944444444444,4.114733333333333
1108,VAFX1154050,1,700000.0,Alexandria,1982,,3118,,4,2,2.0,0.0,165.0,2761.70,598.6666666666666,3550.3666666666663,,,
1110,VAAR169726,8,508500.0,Arlington,1944,1944.0,1383,1391.4814814814815,2,2,0.0,27.0,406.0,1880.26,389.75,2701.01,2330.5555555555557,-370.45444444444456,-4.445453333333335
1112,VAFX1157418,2,345000.0,Burke,1974,1974.5714285714287,1460,1648.2857142857142,3,2,1.0,7.0,268.0,1127.69,287.8333333333333,1708.5233333333333,2085.0,376.4766666666667,4.51772
1117,VAFX1157424,1,270000.0,Centreville,1993,1990.5,933,986.5,2,2,0.0,2.0,385.0,782.48,229.75,1422.23,1700.0,277.77,3.33324
1118,VAFX1157398,8,929000.0,Annandale,2014,,3050,,5,4,1.0,0.0,187.28,3815.75,801.0833333333334,4829.113333333334,,,
1120,VALO422094,2,440000.0,Aldie,2017,2017.0,2020,2205.0,3,2,1.0,1.0,277.0,1564.96,333.5833333333333,2200.5433333333335,2395.0,194.45666666666648,2.333479999999998
1121,VALO422114,8,299900.0,Leesburg,2005,2005.0,1177,1364.0,2,2,0.0,1.0,400.0,920.11,271.4166666666667,1616.5266666666669,1900.0,283.47333333333313,3.401679999999998
1129,VAFX1155604,8,757888.0,Vienna,1992,,2640,,3,3,1.0,0.0,100.0,3028.15,660.25,3813.4,,,
1130,VALO422166,7,290000.0,Sterling,1995,1995.0,1148,1260.0,2,2,1.0,1.0,300.0,874.54,217.08333333333334,1416.6233333333332,1850.0,433.3766666666668,5.200520000000002
1131,VAFX1157366,8,325000.0,Mclean,1974,1974.0,1160,1047.111111111111,2,2,0.0,9.0,568.0,1035.64,292.4166666666667,1921.0566666666668,1830.5555555555557,-90.50111111111119,-1.0860133333333344
1144,VAFX1157080,5,1150000.0,Vienna,1996,,3547,,3,4,1.0,0.0,276.75,4832.97,875.9166666666666,6010.636666666667,,,
1147,VAFX1156318,8,279000.0,Herndon,1996,1994.625,990,1033.75,2,2,0.0,24.0,442.0,823.91,278.4166666666667,1569.3266666666666,1715.0833333333333,145.75666666666666,1.7490800000000002
1148,VALO421646,8,689900.0,Leesburg,2003,2004.3333333333333,4540,5233.0,5,4,1.0,3.0,204.54,2715.21,537.0,3481.75,3283.3333333333335,-198.41666666666652,-2.380999999999998
1168,VALO421828,2,449900.0,Ashburn,2013,2012.2,2552,2554.4,3,2,1.0,5.0,364.0,1610.53,324.0833333333333,2323.6133333333332,2214.0,-109.61333333333323,-1.3153599999999988
1172,VAFX1157332,9,699900.0,Lorton,2020,2020.0,2740,2740.0,3,2,2.0,1.0,221.0,2761.24,0.0,3007.24,3200.0,192.76000000000022,2.3131200000000027
1175,VAAR170184,9,499900.0,Arlington,1944,1942.5454545454545,922,953.8181818181819,2,2,0.0,11.0,406.0,1840.67,384.8333333333333,2656.5033333333336,2394.5454545454545,-261.95787878787905,-3.143494545454548
1177,VAAX251324,9,730000.0,Alexandria,1979,1979.0,1339,1342.0,3,2,1.0,2.0,544.0,2899.78,626.6666666666666,4095.4466666666667,3600.0,-495.4466666666667,-5.945360000000001
1179,VAFX1156660,8,700000.0,Reston,1993,1993.625,2308,2081.75,3,2,2.0,8.0,160.0,2761.70,604.6666666666666,3551.3666666666663,2962.5,-588.8666666666663,-7.066399999999996
1183,VALO422142,9,669990.0,Chantilly,2020,,2592,,4,3,1.0,0.0,269.0,2623.57,0.0,2917.57,,,
1184,VAFA111600,9,1100000.0,Falls Church,1994,,3858,,4,3,1.0,0.0,196.0,4602.83,1216.1666666666667,6039.996666666667,,,
1186,VALO421346,3,749900.0,Ashburn,2004,,4330,,4,4,1.0,0.0,100.0,2991.38,604.8333333333334,3721.2133333333336,,,
1187,VALO422138,9,625115.0,Chantilly,2020,,2306,,3,2,1.0,0.0,251.0,2417.01,0.0,2693.01,,,
1188,VALO422134,9,789990.0,Chantilly,2020,,2839,,3,2,1.0,0.0,125.0,3175.91,0.0,3325.91,,,
1190,VALO422090,1,659000.0,Aldie,2005,2004.7142857142858,3641,3010.0,4,3,1.0,7.0,109.0,2572.98,495.8333333333333,3202.8133333333335,2742.8571428571427,-459.95619047619084,-5.51947428571429
1192,VAFX1157306,9,841950.0,Reston,2020,,2525,,3,3,2.0,0.0,150.0,3415.07,0.0,3590.07,,,
1194,VALO422130,9,799990.0,Chantilly,2020,,2907,,4,3,1.0,0.0,125.0,3221.93,0.0,3371.93,,,
1195,VALO422124,9,571950.0,Ashburn,2021,2019.0,2670,2634.0,3,2,1.0,2.0,248.0,2172.31,0.0,2445.31,2900.0,454.69000000000005,5.4562800000000005
1198,VALO422116,9,549990.0,Chantilly,2020,,2306,,2,2,1.0,0.0,251.0,2071.23,0.0,2347.23,,,
1214,VALO422098,9,729990.0,Leesburg,2021,2020.0,1818,1818.0,2,2,0.0,1.0,283.0,2899.74,0.0,3207.74,2600.0,-607.7399999999998,-7.292879999999998
1215,VALO422092,6,675000.0,Leesburg,2018,,3891,,3,3,1.0,0.0,335.0,2646.63,512.8333333333334,3519.4633333333336,,,
1218,VALO422088,3,424900.0,Aldie,2016,,2614,,3,2,1.0,0.0,312.0,1495.46,332.6666666666667,2165.1266666666666,,,
1219,VAAX251364,9,349900.0,Alexandria,1974,1974.0,1239,1183.0,2,2,0.0,2.0,412.0,1150.25,290.8333333333333,1878.0833333333333,1825.0,-53.08333333333326,-0.6369999999999991
1233,VAFX1156268,9,370000.0,Vienna,1975,1977.0,1131,1132.0,2,2,0.0,1.0,332.0,1242.76,292.9166666666667,1892.6766666666667,1800.0,-92.67666666666673,-1.1121200000000009
1236,VAAX251368,2,220000.0,Alexandria,1967,1967.0,1168,1230.0,3,2,0.0,3.0,684.0,552.34,211.08333333333334,1472.4233333333334,1793.3333333333333,320.90999999999985,3.850919999999998
1243,VALO420746,6,425000.0,Sterling,1997,1998.0,2040,1828.6666666666667,3,3,1.0,3.0,125.0,1495.92,320.5,1966.42,1950.0,-16.420000000000073,-0.19704000000000088
1252,VAFX1156938,7,589990.0,Fairfax,1999,1999.1875,2264,2079.75,3,3,1.0,16.0,160.0,2255.34,519.5,2959.84,2580.9375,-378.90250000000015,-4.546830000000002
1255,VAFX1157198,2,359000.0,Chantilly,1984,1981.0,1294,1299.0,3,2,1.0,2.0,250.0,1192.13,274.25,1741.38,1850.0,108.61999999999989,1.3034399999999988
1257,VALO421210,1,849990.0,Aldie,2018,,4491,,5,3,1.0,0.0,191.0,3452.08,604.8333333333334,4272.913333333333,,,
1262,VAFX1157174,9,565000.0,Falls Church,1994,1994.0,1334,1334.0,2,2,1.0,1.0,663.0,2140.32,533.8333333333334,3362.1533333333336,2400.0,-962.1533333333336,-11.545840000000004
1271,VAPW505298,3,400000.0,Woodbridge,1996,,2382,,4,3,1.0,0.0,123.0,1380.85,381.0833333333333,1909.9333333333332,,,
1276,VALO421698,9,574990.0,Broadlands,2013,2013.5,2191,2029.5,3,2,1.0,2.0,112.0,2186.30,414.1666666666667,2737.4666666666667,2275.0,-462.4666666666667,-5.549600000000001
1278,VAFX1156558,9,219000.0,Reston,1973,1973.0,860,860.0,1,1,0.0,6.0,326.0,547.74,173.75,1072.49,1490.5,418.01,5.01612
1280,VAFX1157136,5,429900.0,Centreville,1992,,1340,,5,3,1.0,0.0,104.5,1518.47,360.75,2008.72,,,
1286,VAMN140510,9,359000.0,Manassas,2018,,1524,,3,2,1.0,0.0,224.0,1192.13,405.8333333333333,1846.9633333333334,,,
1287,VAAR169604,9,734900.0,Arlington,2003,2003.0,1328,1194.875,2,2,0.0,8.0,550.0,2922.34,569.3333333333334,4066.6733333333336,2891.875,-1174.7983333333336,-14.097580000000004
1296,VAAX251346,10,635000.0,Alexandria,1979,1977.5,1137,1183.0,2,2,1.0,4.0,463.0,2462.51,532.6666666666666,3483.1766666666667,2925.0,-558.1766666666667,-6.69812
1304,VALO421474,7,1199999.0,Ashburn,2004,,4772,,5,5,1.0,0.0,364.39,5063.11,818.0,6270.5,,,
1305,VAFX1156414,8,619500.0,Reston,2019,,1432,,2,2,0.0,0.0,413.0,2391.17,666.25,3495.42,,,
1320,VAFX1157066,10,3495000.0,Mclean,2009,,9080,,5,5,3.0,0.0,175.0,15626.61,2972.3333333333335,18798.943333333333,,,
1321,VALO422042,7,570000.0,Broadlands,2013,,2183,,3,2,1.0,0.0,117.0,2163.33,413.5833333333333,2718.9133333333334,,,
1323,VAFX1156036,10,259900.0,Fairfax,1988,1988.0,876,928.0,2,1,0.0,4.0,353.0,735.99,213.33333333333334,1327.3233333333333,1650.0,322.67666666666673,3.872120000000001
1324,VAAR170114,8,375000.0,Arlington,1940,1940.0,1100,1174.0,2,1,0.0,3.0,286.0,1265.78,306.8333333333333,1883.6133333333332,2398.3333333333335,514.7200000000003,6.1766400000000035
1325,VAAX251064,8,885000.0,Alexandria,1999,1999.0,1413,1411.0,2,2,0.0,2.0,416.0,3613.22,741.75,4795.969999999999,3225.0,-1570.9699999999993,-18.851639999999993
1327,VAFX1156980,8,488000.0,Mclean,1996,1997.0,1002,1044.125,2,2,0.0,8.0,513.0,1785.90,458.0833333333333,2781.9833333333336,2206.125,-575.8583333333336,-6.910300000000003
1330,VAFX1156774,9,324999.0,Fairfax,1988,1988.0,1070,928.0,2,2,0.0,4.0,421.0,1035.63,250.33333333333334,1731.9633333333334,1650.0,-81.96333333333337,-0.9835600000000003
1337,VALO422022,10,469995.0,Ashburn,2021,,1705,,3,2,1.0,0.0,248.0,1703.02,0.0,1976.02,,,
1338,VAFX1156694,2,374900.0,Vienna,1978,,1132,,4,2,0.0,0.0,333.0,1265.32,289.8333333333333,1913.1533333333332,,,
1340,VAFX1156962,10,575000.0,Alexandria,1989,1990.159090909091,1932,1831.6136363636363,3,3,1.0,44.0,104.0,2186.34,500.4166666666667,2815.7566666666667,2556.318181818182,-259.4384848484847,-3.113261818181816
1354,VAAX251310,10,549900.0,Alexandria,1975,,2166,,2,3,1.0,0.0,310.0,2070.81,448.0833333333333,2853.8933333333334,,,
1359,VAFX1156896,9,385000.0,Fairfax,2004,,1181,,2,2,0.0,0.0,460.0,1311.81,309.25,2106.06,,,
1362,VAFX1156906,10,225000.0,Annandale,1969,1969.0,898,985.5384615384615,2,1,0.0,13.0,457.0,575.35,189.16666666666666,1246.5166666666667,1623.076923076923,376.56025641025644,4.518723076923077
1367,VAAX251300,2,684900.0,Alexandria,2000,2000.0,2426,1845.0,4,4,1.0,1.0,116.5,2692.20,645.6666666666666,3479.3666666666663,3195.0,-284.36666666666633,-3.412399999999996
1372,VAFX1156856,10,410000.0,Alexandria,2006,2006.0,1524,1524.0,3,2,1.0,2.0,395.0,1426.88,346.4166666666667,2193.2966666666666,2312.5,119.20333333333338,1.4304400000000006
1373,VAFX1156886,10,218000.0,Alexandria,1976,1976.6666666666667,1058,870.0,1,2,0.0,3.0,276.0,543.13,157.5,1001.63,1396.6666666666667,395.03666666666675,4.74044
1379,VAFX1156516,10,319900.0,Springfield,1974,,1290,,3,2,1.0,0.0,257.0,1012.16,287.1666666666667,1581.3266666666666,,,
1383,VALO421968,8,407900.0,Ashburn,2005,2004.75,1734,1687.25,2,3,0.0,8.0,197.89,1417.21,314.25,1954.35,2161.125,206.7750000000001,2.4813000000000014
1386,VAAX251286,10,349900.0,Alexandria,1941,1941.0,930,926.875,2,1,0.0,8.0,477.0,1150.25,326.5,1978.75,1978.125,-0.625,-0.0075
1392,VAFX1154678,9,489000.0,Alexandria,1976,,1891,,3,2,2.0,0.0,100.0,1790.50,424.1666666666667,2339.6666666666665,,,
1406,VAFX1156800,7,295000.0,Chantilly,1976,1976.0,884,896.0,2,1,0.0,2.0,122.0,897.55,216.5,1261.05,1600.0,338.95000000000005,4.067400000000001
1412,VAPW504414,3,325000.0,Gainesville,2004,,1292,,2,2,0.0,0.0,650.0,1035.64,277.8333333333333,1988.4733333333334,,,
1414,VAPW503230,2,539900.0,Gainesville,1999,1998.0,2520,1906.0,3,3,0.0,1.0,310.0,2024.78,420.5,2780.2799999999997,2100.0,-680.2799999999997,-8.163359999999997
1418,VALO421882,10,535000.0,Ashburn,2008,,2447,,3,3,0.0,0.0,273.0,2002.23,432.0833333333333,2732.3133333333335,,,
1425,VAFX1156756,11,384000.0,Falls Church,1984,1985.0,1039,1191.0,2,1,0.0,3.0,346.0,1307.20,294.0833333333333,1972.2833333333333,2160.0,187.7166666666667,2.2526000000000006
